ts,oid,trader,side,type,price,qty
46.500000,482,N14,sell,cancel,100.62,78
46.500000,495,N14,sell,market,,17
46.600000,496,N4,buy,limit,100.51,86
46.600000,497,N12,buy,limit,100.40,71
46.600000,498,CA,sell,limit,100.52,51
46.700000,499,N12,buy,market,,74
46.700000,500,N14,sell,limit,100.57,46
46.800000,501,N8,buy,limit,100.49,81
46.900000,425,N3,buy,cancel,100.48,31
46.900000,502,N3,sell,limit,100.66,42
47.000000,497,N12,buy,cancel,100.40,71
47.000000,503,N12,buy,market,,62
47.200000,504,N7,sell,market,,66
47.200000,505,N9,sell,limit,100.61,29
47.300000,506,N0,sell,limit,101.23,12
47.300000,431,N2,buy,cancel,100.48,94
47.300000,507,N2,buy,limit,100.58,28
47.300000,496,N4,buy,cancel,100.51,86
47.300000,508,N4,sell,limit,100.80,48
47.300000,476,N5,buy,cancel,100.33,77
47.300000,509,N5,sell,market,,35
47.300000,510,N13,sell,limit,100.63,98
47.600000,511,N10,sell,limit,100.61,60
47.800000,512,N7,sell,market,,66
47.800000,511,N10,sell,cancel,100.61,60
47.800000,513,N10,buy,limit,100.53,18
47.800000,514,N11,sell,limit,100.65,39
47.900000,309,N9,buy,cancel,100.17,49
47.900000,515,N9,sell,limit,100.74,83
48.000000,410,N1,buy,cancel,100.29,65
48.000000,516,N1,sell,limit,100.87,38
48.000000,473,MM,sell,cancel,100.65,80
48.000000,517,MM,buy,limit,100.52,80
48.000000,518,MM,sell,limit,100.62,80
48.200000,519,N3,buy,limit,100.47,28
48.300000,502,N3,sell,cancel,100.66,42
48.300000,520,N3,sell,limit,100.58,98
48.400000,521,CA,sell,limit,100.56,92
48.700000,522,N2,sell,limit,100.62,80
48.800000,523,N0,sell,limit,100.68,79
49.000000,524,N12,buy,limit,100.35,43
49.200000,525,N5,sell,limit,100.62,71
49.200000,526,N13,buy,market,,52
49.300000,508,N4,sell,cancel,100.80,48
49.300000,527,N4,sell,limit,100.56,18
49.300000,528,N11,buy,market,,64
49.400000,529,N0,buy,limit,100.27,27
49.400000,466,CA,buy,cancel,100.36,97
49.400000,530,CA,sell,limit,100.53,86
49.500000,531,N7,buy,limit,100.43,10
49.800000,442,N12,buy,cancel,100.34,88
49.800000,532,N12,sell,market,,91
49.900000,522,N2,sell,cancel,100.62,80
49.900000,533,N2,buy,limit,100.50,82
50.100000,534,CA,buy,limit,100.46,55
50.200000,519,N3,buy,cancel,100.47,28
50.200000,535,N3,sell,limit,100.49,89
50.200000,536,N8,sell,limit,100.69,28
50.300000,492,N2,sell,cancel,100.58,47
50.300000,537,N2,buy,market,,14
50.300000,514,N11,sell,cancel,100.65,39
50.300000,538,N11,buy,market,,75
50.300000,524,N12,buy,cancel,100.35,43
50.300000,539,N12,buy,market,,88
50.400000,501,N8,buy,cancel,100.49,30
50.400000,540,N8,sell,limit,100.66,60
50.600000,541,N0,sell,limit,100.53,43
50.700000,542,N12,buy,limit,100.33,92
50.800000,543,N8,sell,market,,12
50.800000,544,N14,sell,market,,38
50.800000,314,CA,buy,cancel,100.17,24
50.800000,545,CA,sell,limit,100.61,17
50.800000,493,CB,sell,cancel,100.69,32
50.800000,546,CB,sell,limit,100.53,64
50.900000,547,N12,buy,market,,89
51.000000,548,N3,buy,market,,65
51.000000,518,MM,sell,cancel,100.62,68
51.000000,549,MM,buy,limit,100.43,80
51.000000,550,MM,sell,limit,100.53,80
51.500000,525,N5,sell,cancel,100.62,71
51.500000,551,N5,sell,market,,40
51.600000,552,N1,sell,limit,100.46,45
51.800000,552,N1,sell,cancel,100.46,45
51.800000,553,N1,sell,limit,100.39,92
51.800000,515,N9,sell,cancel,100.74,83
51.800000,554,N9,sell,limit,100.44,93
51.800000,555,N10,sell,limit,100.44,12
51.800000,556,N14,sell,limit,100.42,60
51.900000,557,N1,sell,market,,44
51.900000,558,N7,sell,market,,94
52.100000,460,N6,sell,cancel,100.75,66
52.100000,559,N6,sell,limit,100.58,58
52.200000,560,N1,buy,limit,100.38,11
52.200000,561,N5,sell,limit,100.42,94
52.200000,562,N9,buy,limit,100.40,43
52.200000,563,CA,buy,market,,42
52.300000,564,N5,sell,limit,100.50,88
52.300000,565,N11,sell,limit,100.50,44
52.400000,370,N7,buy,cancel,100.26,48
52.400000,566,N7,sell,limit,100.58,40
52.400000,555,N10,sell,cancel,100.44,12
52.400000,567,N10,sell,market,,70
52.600000,568,N1,buy,limit,100.30,45
52.600000,569,N6,sell,market,,26
52.600000,565,N11,sell,cancel,100.50,44
52.600000,570,N11,sell,limit,100.52,20
52.800000,571,N7,buy,market,,67
52.900000,572,N2,sell,limit,100.38,67
52.900000,573,N8,sell,limit,100.41,53
53.000000,574,N8,sell,market,,88
53.200000,575,N9,sell,limit,100.44,31
53.400000,576,CA,buy,limit,100.30,49
53.500000,577,N12,sell,limit,100.39,92
53.900000,578,CB,sell,limit,100.66,83
54.000000,577,N12,sell,cancel,100.39,92
54.000000,579,N12,sell,limit,100.44,79
54.000000,550,MM,sell,cancel,100.53,80
54.000000,580,MM,buy,limit,100.38,80
54.000000,581,MM,sell,limit,100.48,80
54.100000,582,N13,sell,market,,25
54.200000,570,N11,sell,cancel,100.52,20
54.200000,583,N11,sell,market,,70
54.700000,584,N2,sell,limit,100.54,78
54.700000,585,N11,sell,limit,100.61,48
54.700000,586,CA,buy,limit,100.44,65
55.000000,587,N0,buy,market,,63
55.100000,588,N9,buy,limit,100.34,78
55.200000,589,N5,sell,limit,100.59,75
55.300000,590,N0,buy,limit,100.29,63
55.300000,585,N11,sell,cancel,100.61,48
55.300000,591,N11,buy,market,,39
55.400000,592,N0,buy,limit,100.38,57
55.500000,593,N7,buy,limit,100.55,80
55.600000,594,N3,buy,limit,100.48,40
55.600000,595,N13,sell,limit,100.73,92
55.700000,596,N6,buy,market,,94
55.700000,597,N11,buy,limit,100.50,17
55.900000,598,N6,buy,market,,86
55.900000,599,N11,buy,limit,100.47,56
55.900000,600,N12,sell,limit,100.72,75
56.000000,601,N4,buy,limit,100.51,31
56.000000,602,N14,buy,limit,100.52,86
56.100000,489,N6,sell,cancel,100.63,43
56.100000,603,N6,buy,market,,94
56.200000,604,N6,buy,limit,100.56,52
56.300000,605,N3,buy,market,,49
56.600000,588,N9,buy,cancel,100.34,78
56.600000,606,N9,sell,market,,24
56.800000,602,N14,buy,cancel,100.52,86
56.800000,607,N14,buy,limit,100.57,45
56.900000,600,N12,sell,cancel,100.72,75
56.900000,608,N12,buy,limit,100.60,45
57.000000,609,N12,buy,limit,100.43,82
57.000000,610,MM,buy,limit,100.55,80
57.000000,611,MM,sell,limit,100.65,80
57.100000,601,N4,buy,cancel,100.51,31
57.100000,612,N4,buy,limit,100.49,68
57.100000,604,N6,buy,cancel,100.56,28
57.100000,613,N6,sell,limit,100.66,15
57.200000,614,N8,buy,market,,61
57.700000,615,N2,buy,limit,100.61,39
57.700000,540,N8,sell,cancel,100.66,60
57.700000,616,N8,buy,limit,100.51,67
57.700000,617,N14,buy,limit,100.61,58
57.800000,618,N5,sell,limit,100.60,64
57.900000,619,N10,buy,limit,100.54,37
57.900000,620,N14,buy,market,,59
58.000000,613,N6,sell,cancel,100.66,15
58.000000,621,N6,sell,limit,100.59,80
58.000000,536,N8,sell,cancel,100.69,28
58.000000,622,N8,sell,limit,100.57,22
58.100000,578,CB,sell,cancel,100.66,83
58.100000,623,CB,buy,limit,100.43,42
58.400000,516,N1,sell,cancel,100.87,38
58.400000,624,N1,buy,limit,100.51,90
58.400000,625,N9,buy,limit,100.50,45
58.500000,625,N9,buy,cancel,100.50,45
58.500000,626,N9,buy,limit,100.55,73
58.500000,627,N12,buy,limit,100.26,68
58.600000,623,CB,buy,cancel,100.43,42
58.600000,628,CB,sell,limit,100.62,64
58.700000,621,N6,sell,cancel,100.59,35
58.700000,629,N6,buy,limit,100.56,40
58.800000,630,N7,buy,limit,100.24,47
58.900000,631,N5,buy,limit,100.43,57
59.000000,612,N4,buy,cancel,100.49,68
59.000000,632,N4,buy,limit,100.54,37
59.100000,633,N3,sell,limit,100.74,17
59.200000,634,N7,buy,limit,100.37,24
59.200000,635,N9,buy,limit,100.58,51
59.300000,636,N9,sell,market,,28
59.400000,422,N13,sell,cancel,101.01,57
59.400000,637,N13,buy,market,,35
59.500000,638,N3,buy,market,,22
59.600000,639,N6,sell,limit,100.62,57
59.700000,640,N0,sell,limit,100.49,81
59.700000,595,N13,sell,cancel,100.73,92
59.700000,641,N13,sell,market,,27
59.800000,599,N11,buy,cancel,100.47,56
59.800000,642,N11,buy,limit,100.45,52
59.900000,643,N2,sell,limit,100.79,28
60.000000,643,N2,sell,cancel,100.79,28
60.000000,644,N2,sell,limit,100.54,89
60.000000,611,MM,sell,cancel,100.65,58
60.000000,645,MM,buy,limit,100.43,80
60.000000,646,MM,sell,limit,100.53,80
60.100000,647,N5,sell,limit,100.55,84
60.100000,648,N7,buy,limit,99.97,33
60.100000,627,N12,buy,cancel,100.26,68
60.100000,649,N12,sell,limit,100.75,24
60.200000,650,N14,sell,limit,100.56,52
60.400000,648,N7,buy,cancel,99.97,33
60.400000,651,N7,sell,limit,100.46,86
60.400000,616,N8,buy,cancel,100.51,17
60.400000,652,N8,sell,market,,66
60.400000,653,N9,sell,market,,18
60.500000,624,N1,buy,cancel,100.51,6
60.500000,654,N1,sell,limit,100.52,78
60.500000,647,N5,sell,cancel,100.55,84
60.500000,655,N5,sell,limit,100.64,69
60.500000,656,N13,sell,market,,54
60.600000,657,N12,buy,limit,100.43,43
60.600000,658,N13,buy,limit,100.46,47
60.700000,659,N8,buy,limit,100.35,32
60.800000,660,N3,sell,market,,12
60.800000,661,N12,sell,limit,100.58,47
60.900000,662,N1,buy,market,,16
60.900000,663,N10,sell,limit,100.57,56
61.000000,506,N0,sell,cancel,101.23,12
61.000000,664,N0,sell,limit,100.77,56
61.000000,665,N11,buy,limit,100.43,72
61.400000,666,N10,sell,limit,100.60,70
61.400000,609,N12,buy,cancel,100.43,80
61.400000,667,N12,buy,limit,100.46,54
61.500000,668,N8,buy,limit,100.28,63
61.600000,669,N9,buy,market,,71
61.600000,670,CA,buy,limit,100.59,94
61.700000,634,N7,buy,cancel,100.37,24
61.700000,671,N7,sell,market,,65
61.800000,672,N6,buy,market,,31
62.200000,673,N2,sell,limit,100.75,73
62.200000,674,N9,sell,market,,29
62.600000,675,N2,sell,limit,100.61,88
62.600000,676,N5,sell,limit,100.69,31
62.600000,677,N7,buy,limit,100.37,54
62.800000,678,N11,sell,limit,100.51,39
62.900000,679,N5,buy,market,,81
62.900000,680,N14,sell,limit,100.50,56
62.900000,681,CB,sell,limit,100.56,96
63.000000,682,N9,sell,limit,100.52,83
63.000000,645,MM,buy,cancel,100.43,80
63.000000,683,MM,buy,limit,100.44,80
63.000000,684,MM,sell,limit,100.54,80
63.100000,665,N11,buy,cancel,100.43,72
63.100000,685,N11,sell,market,,99
63.100000,649,N12,sell,cancel,100.75,24
63.100000,686,N12,buy,market,,91
63.500000,687,N5,buy,market,,88
63.600000,688,N5,buy,limit,100.22,67
63.800000,689,N0,sell,limit,100.51,31
64.000000,639,N6,sell,cancel,100.62,57
64.000000,690,N6,sell,limit,100.46,15
64.100000,691,CA,sell,market,,33
64.200000,692,N4,buy,market,,70
64.200000,693,N6,sell,market,,52
64.300000,633,N3,sell,cancel,100.74,17
64.300000,694,N3,sell,limit,100.64,84
64.400000,695,N13,buy,limit,100.40,16
64.500000,696,N3,buy,limit,100.42,39
65.000000,697,N1,buy,limit,100.47,91
65.000000,698,N5,buy,limit,100.44,30
65.000000,681,CB,sell,cancel,100.56,96
65.000000,699,CB,sell,limit,100.62,42
65.100000,700,N3,sell,market,,52
65.200000,701,CA,sell,limit,100.49,57
65.300000,666,N10,sell,cancel,100.60,49
65.300000,702,N10,buy,limit,100.34,63
65.400000,696,N3,buy,cancel,100.42,39
65.400000,703,N3,buy,limit,100.32,96
65.400000,688,N5,buy,cancel,100.22,67
65.400000,704,N5,buy,market,,21
65.400000,705,N6,sell,market,,56
65.500000,706,N4,buy,market,,21
65.500000,695,N13,buy,cancel,100.40,16
65.500000,707,N13,buy,limit,100.42,39
65.600000,708,N2,buy,limit,100.35,97
65.700000,698,N5,buy,cancel,100.44,13
65.700000,709,N5,sell,limit,100.51,57
65.700000,710,N7,sell,limit,100.48,88
65.700000,702,N10,buy,cancel,100.34,63
65.700000,711,N10,sell,market,,30
65.800000,712,N2,sell,limit,100.58,36
65.900000,659,N8,buy,cancel,100.35,32
65.900000,713,N8,sell,limit,100.75,13
66.000000,684,MM,sell,cancel,100.54,16
66.000000,714,MM,buy,limit,100.42,80
66.000000,715,MM,sell,limit,100.52,80
66.200000,716,N11,sell,market,,20
66.500000,717,N14,sell,limit,100.56,55
66.600000,718,N3,buy,limit,100.40,26
66.600000,477,N7,sell,cancel,100.68,15
66.600000,719,N7,sell,market,,27
66.700000,720,N1,buy,market,,87
66.700000,721,CB,buy,limit,100.39,19
66.900000,694,N3,sell,cancel,100.64,84
66.900000,722,N3,sell,market,,51
66.900000,723,N11,sell,market,,54
67.000000,703,N3,buy,cancel,100.32,96
67.000000,724,N3,buy,limit,100.33,45
67.100000,725,N0,buy,limit,100.42,48
67.100000,726,N7,sell,limit,100.46,69
67.200000,677,N7,buy,cancel,100.37,54
67.200000,727,N7,buy,market,,88
67.300000,728,N1,buy,limit,100.23,41
67.500000,729,N13,buy,limit,100.42,60
68.200000,730,N3,buy,limit,100.47,14
68.200000,729,N13,buy,cancel,100.42,60
68.200000,731,N13,buy,market,,56
68.300000,730,N3,buy,cancel,100.47,14
68.300000,732,N3,sell,limit,100.52,15
68.500000,523,N0,sell,cancel,100.68,79
68.500000,733,N0,buy,limit,100.45,20
68.500000,734,N7,buy,limit,100.49,89
68.600000,735,N7,buy,limit,100.42,35
68.700000,736,N3,buy,limit,100.47,65
69.000000,715,MM,sell,cancel,100.52,78
69.000000,737,MM,buy,limit,100.49,80
69.000000,738,MM,sell,limit,100.59,80
69.500000,739,N6,sell,limit,100.74,14
69.500000,740,N12,sell,limit,100.83,54
69.700000,732,N3,sell,cancel,100.52,15
69.700000,741,N3,buy,limit,100.52,74
69.800000,742,N9,sell,limit,100.80,96
69.800000,743,N13,sell,market,,60
70.000000,744,N10,buy,market,,79
70.000000,745,N11,sell,limit,100.56,88
70.100000,529,N0,buy,cancel,100.27,16
70.100000,746,N0,buy,limit,100.35,32
70.300000,668,N8,buy,cancel,100.28,63
70.300000,747,N8,buy,limit,100.40,76
70.400000,748,N7,buy,limit,100.47,31
70.500000,749,N5,buy,limit,100.40,95
70.700000,750,N7,buy,limit,100.18,15
70.800000,745,N11,sell,cancel,100.56,88
70.800000,751,N11,buy,limit,100.47,43
70.900000,752,N2,buy,limit,100.22,92
71.100000,753,N11,sell,limit,100.51,23
71.200000,754,N10,sell,market,,41
71.400000,728,N1,buy,cancel,100.23,41
71.400000,755,N1,buy,limit,100.24,18
71.400000,739,N6,sell,cancel,100.74,14
71.400000,756,N6,sell,market,,85
71.400000,757,N13,buy,limit,100.19,95
71.500000,758,N5,buy,market,,59
71.900000,759,N0,buy,limit,100.38,62
72.000000,760,N6,sell,limit,100.49,23
72.000000,737,MM,buy,cancel,100.49,20
72.000000,738,MM,sell,cancel,100.59,42
72.000000,761,MM,buy,limit,100.41,80
72.000000,762,MM,sell,limit,100.51,80
72.000000,763,CA,sell,limit,100.54,15
72.300000,764,N0,sell,market,,24
72.500000,765,N11,sell,limit,100.60,85
72.800000,766,N0,buy,limit,100.26,71
72.900000,767,N0,buy,market,,20
72.900000,768,N1,buy,limit,100.44,16
72.900000,749,N5,buy,cancel,100.40,95
72.900000,769,N5,buy,limit,100.47,93
72.900000,770,N6,sell,limit,100.53,41
73.000000,763,CA,sell,cancel,100.54,15
73.000000,771,CA,sell,limit,100.54,92
73.100000,675,N2,sell,cancel,100.61,88
73.100000,772,N2,sell,market,,47
73.100000,773,N9,sell,limit,100.51,63
73.200000,769,N5,buy,cancel,100.47,93
73.200000,774,N5,sell,limit,100.66,90
73.300000,775,N2,buy,limit,100.21,76
73.300000,770,N6,sell,cancel,100.53,41
73.300000,776,N6,buy,limit,100.28,31
73.300000,777,CA,sell,limit,100.47,80
73.400000,778,N4,sell,market,,47
73.500000,779,N12,buy,limit,100.41,62
73.500000,780,N14,sell,limit,100.55,31
73.600000,781,N4,sell,market,,34
73.600000,628,CB,sell,cancel,100.62,7
73.600000,782,CB,sell,limit,100.44,53
73.700000,724,N3,buy,cancel,100.33,45
73.700000,783,N3,sell,limit,100.72,88
73.900000,784,N12,sell,limit,100.50,85
73.900000,785,N14,sell,market,,11
74.100000,786,N4,buy,market,,63
74.200000,787,N4,sell,market,,18
74.500000,788,N13,sell,market,,74
74.600000,789,N1,sell,limit,100.37,38
74.600000,790,N9,sell,market,,68
74.700000,791,N10,sell,limit,100.38,70
74.700000,792,N14,sell,limit,100.40,98
74.900000,793,N0,sell,limit,100.42,31
74.900000,794,N5,sell,limit,100.44,13
74.900000,776,N6,buy,cancel,100.28,31
74.900000,795,N6,buy,limit,100.35,70
74.900000,796,N10,buy,market,,10
74.900000,797,N14,sell,limit,100.38,14
75.000000,798,N6,sell,limit,100.33,77
75.000000,342,N7,buy,cancel,100.21,32
75.000000,799,N7,sell,limit,100.32,10
75.000000,762,MM,sell,cancel,100.51,60
75.000000,800,MM,buy,limit,100.26,80
75.000000,801,MM,sell,limit,100.36,80
75.100000,773,N9,sell,cancel,100.51,63
75.100000,802,N9,sell,limit,100.45,21
75.400000,664,N0,sell,cancel,100.77,56
75.400000,803,N0,buy,limit,100.28,17
75.400000,804,N10,sell,limit,100.53,30
75.500000,630,N7,buy,cancel,100.24,47
75.500000,805,N7,sell,market,,18
75.500000,806,N10,sell,limit,100.49,72
75.600000,807,N6,sell,market,,83
75.600000,777,CA,sell,cancel,100.47,2
75.600000,808,CA,sell,limit,100.37,60
75.600000,809,CB,sell,limit,100.33,71
75.900000,810,N14,sell,market,,40
76.000000,811,N5,sell,limit,100.36,40
76.100000,590,N0,buy,cancel,100.29,23
76.100000,812,N0,sell,limit,100.56,58
76.200000,802,N9,sell,cancel,100.45,21
76.200000,813,N9,buy,limit,100.29,91
76.600000,814,N9,sell,market,,41
76.700000,815,N7,sell,limit,100.44,94
76.700000,816,N8,buy,limit,100.25,83
76.700000,817,N9,sell,market,,41
76.700000,818,N13,sell,limit,100.57,51
76.700000,819,CA,sell,limit,100.48,96
77.000000,820,N6,sell,limit,100.44,41
77.000000,821,N14,sell,limit,100.48,22
77.100000,820,N6,sell,cancel,100.44,41
77.100000,822,N6,sell,market,,72
77.200000,750,N7,buy,cancel,100.18,15
77.200000,823,N7,sell,limit,100.42,94
77.200000,824,CA,sell,limit,100.65,10
77.400000,793,N0,sell,cancel,100.42,31
77.400000,825,N0,buy,limit,100.14,13
77.400000,826,N10,sell,limit,100.43,26
77.600000,766,N0,buy,cancel,100.26,25
77.600000,827,N0,buy,limit,100.14,55
77.600000,828,N4,sell,market,,22
77.600000,829,N6,sell,market,,57
77.600000,830,N8,sell,market,,62
77.600000,831,N13,sell,limit,100.45,48
77.700000,832,N8,buy,market,,59
77.700000,833,N10,sell,market,,54
77.900000,834,N1,sell,limit,100.50,88
78.000000,825,N0,buy,cancel,100.14,13
78.000000,835,N0,sell,limit,100.93,84
78.000000,676,N5,sell,cancel,100.69,31
78.000000,836,N5,sell,market,,98
78.000000,801,MM,sell,cancel,100.36,26
78.000000,837,MM,buy,limit,100.40,80
78.000000,838,MM,sell,limit,100.50,80
78.100000,839,N13,sell,limit,100.55,44
78.200000,840,CA,buy,market,,23
78.300000,765,N11,sell,cancel,100.60,85
78.300000,841,N11,sell,market,,67
78.300000,842,N13,buy,limit,100.16,65
78.400000,843,N4,buy,limit,100.42,82
78.400000,784,N12,sell,cancel,100.50,85
78.400000,844,N12,sell,limit,100.53,14
78.500000,845,N4,sell,market,,41
78.600000,846,N13,sell,limit,100.54,17
78.900000,673,N2,sell,cancel,100.75,73
78.900000,847,N2,buy,limit,100.50,66
79.100000,848,N8,buy,limit,100.51,32
79.200000,742,N9,sell,cancel,100.80,96
79.200000,849,N9,sell,limit,100.69,31
79.300000,850,N10,sell,market,,76
79.400000,851,N2,buy,limit,100.52,62
79.500000,852,N2,sell,limit,100.81,32
79.500000,853,N11,buy,limit,100.65,22
79.500000,844,N12,sell,cancel,100.53,14
79.500000,854,N12,buy,market,,19
79.500000,855,N14,buy,limit,100.63,33
79.700000,856,N6,buy,limit,100.60,71
79.800000,857,N6,buy,market,,99
80.000000,858,N0,buy,market,,18
80.100000,834,N1,sell,cancel,100.50,88
80.100000,859,N1,buy,limit,100.49,86
80.100000,860,N13,buy,market,,44
80.300000,861,N5,sell,market,,22
80.400000,842,N13,buy,cancel,100.16,32
80.400000,862,N13,buy,limit,100.53,59
80.500000,863,N4,buy,limit,100.57,63
80.500000,699,CB,sell,cancel,100.62,42
80.500000,864,CB,buy,limit,100.60,61
80.700000,865,N2,buy,market,,74
80.800000,852,N2,sell,cancel,100.81,32
80.800000,866,N2,sell,limit,100.84,19
80.800000,867,N6,buy,limit,100.66,66
80.800000,868,N7,sell,limit,100.76,15
80.800000,869,N10,buy,limit,100.66,56
80.800000,740,N12,sell,cancel,100.83,54
80.800000,870,N12,buy,limit,100.63,11
81.000000,871,N0,buy,limit,100.69,92
81.000000,872,N1,buy,limit,100.44,16
81.000000,873,MM,buy,limit,100.66,80
81.000000,874,MM,sell,limit,100.76,80
81.100000,866,N2,sell,cancel,100.84,19
81.100000,875,N2,buy,market,,53
81.100000,876,N7,sell,limit,100.77,22
81.100000,877,N13,sell,limit,100.85,59
81.200000,878,N8,buy,limit,100.71,38
81.200000,879,N14,buy,limit,100.51,50
81.400000,880,N12,buy,market,,19
81.700000,881,N5,buy,market,,14
81.800000,882,N11,buy,limit,100.54,24
82.000000,883,N4,buy,limit,100.53,39
82.000000,884,N7,buy,limit,100.63,99
82.100000,885,N9,sell,limit,100.81,86
82.100000,877,N13,sell,cancel,100.85,59
82.100000,886,N13,buy,limit,100.64,69
82.100000,887,N14,buy,market,,30
82.200000,888,N9,buy,limit,100.71,79
82.200000,889,N14,sell,market,,48
82.300000,890,CA,buy,limit,100.71,36
82.500000,891,N1,buy,limit,100.72,11
82.600000,892,N2,buy,limit,100.70,60
82.600000,870,N12,buy,cancel,100.63,11
82.600000,893,N12,sell,limit,100.76,18
82.600000,886,N13,buy,cancel,100.64,69
82.600000,894,N13,buy,market,,59
82.700000,895,N2,buy,limit,100.68,84
82.700000,896,N5,sell,limit,101.19,73
82.700000,897,CB,buy,limit,100.60,19
82.800000,872,N1,buy,cancel,100.44,16
82.800000,898,N1,buy,limit,100.62,13
83.000000,899,N6,buy,market,,23
83.000000,900,N8,sell,limit,100.89,86
83.100000,901,N13,buy,limit,100.61,73
83.200000,902,N8,buy,limit,100.69,73
83.200000,903,N13,buy,limit,100.61,81
83.300000,892,N2,buy,cancel,100.70,60
83.300000,904,N2,buy,limit,100.71,89
83.300000,905,N5,buy,limit,100.66,50
83.300000,906,N6,buy,limit,100.70,84
83.300000,907,N9,sell,limit,100.72,61
84.000000,904,N2,buy,cancel,100.71,89
84.000000,908,N2,buy,limit,100.57,34
84.000000,873,MM,buy,cancel,100.66,23
84.000000,874,MM,sell,cancel,100.76,26
84.000000,909,MM,buy,limit,100.58,80
84.000000,910,MM,sell,limit,100.68,80
84.100000,876,N7,sell,cancel,100.77,22
84.100000,911,N7,sell,limit,100.77,39
84.200000,912,N1,sell,market,,73
84.300000,913,N6,sell,limit,100.61,34
84.300000,914,N9,sell,market,,28
84.900000,827,N0,buy,cancel,100.14,55
84.900000,915,N0,sell,limit,100.76,75
84.900000,916,N11,sell,market,,55
85.400000,859,N1,buy,cancel,100.49,18
85.400000,917,N1,sell,limit,100.58,94
85.700000,918,N3,sell,market,,16
85.700000,919,N9,sell,limit,100.58,45
86.100000,900,N8,sell,cancel,100.89,86
86.100000,920,N8,sell,market,,86
86.100000,921,N9,sell,limit,100.62,85
86.200000,922,N10,sell,limit,100.53,52
86.200000,893,N12,sell,cancel,100.76,18
86.200000,923,N12,sell,limit,100.53,16
86.200000,924,CA,sell,limit,100.78,87
86.300000,925,N6,sell,limit,100.69,58
86.300000,924,CA,sell,cancel,100.78,87
86.300000,926,CA,sell,market,,81
